PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Menacer, DE; Drias, H; Sibertin-Blanc, C		Rocha, A; Correia, AM; Wilson, T; Stroetmann, KA		Menacer, Djamel Eddine; Drias, Habiba; Sibertin-Blanc, Christophe			Towards a Security Solution for Mobile Agents	ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	MAR 27-30, 2013	Olhao, PORTUGAL	Iberian Assoc Informat Syst & Technologies								MENACER, DJAMEL EDDINE/P-3817-2016	Drias, Habiba/0000-0001-7287-5170												2194-5357		978-3-642-36981-0				2013	206						969	979		10.1007/978-3-642-36981-0_91							WOS:000354617500091						
C	Sik, D		Auer, ME; Guralnick, D; Simonics, I		Sik, David			Introduction and Implementation of a Multi-leveled E-learning Environment Based on the Open Content Development Model Principles	TEACHING AND LEARNING IN A DIGITAL WORLD	Advances in Intelligent Systems and Computing				20th International Conference on Interactive Collaborative Learning (ICL) - Teaching and Learning in a Digital World	SEP 27-29, 2017	Budapest, HUNGARY																						2194-5357	2194-5365	978-3-319-73204-6; 978-3-319-73203-9				2018	716						64	70		10.1007/978-3-319-73204-6_9							WOS:000546474900009						
C	Abirami, S; Vikraman, R; Murugappan, S		Satapathy, SC; Raju, KS; Mandal, JK; Bhateja, V		Abirami, S.; Vikraman, Rashmi; Murugappan, S.			Large-Scale Data Management System Using Data De-duplication System	PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON COMPUTER AND COMMUNICATION TECHNOLOGIES, IC3T 2015, VOL 1	Advances in Intelligent Systems and Computing				2nd International Conference on Computer and Communication Technologies	JUL 24-26, 2015	CMR Tech Campus, Hyderabad, INDIA	CSI, Div V Educ & Res	CMR Tech Campus																				2194-5357	2194-5365	978-81-322-2517-1; 978-81-322-2516-4				2016	379						225	234		10.1007/978-81-322-2517-1_23							WOS:000377858400023						
C	Priya, SBM; Kumar, P		Muttoo, SK		Priya, S. B. M.; Kumar, P.			Principal Component Analysis-Based Block Diagonalization Precoding Algorithm for MU-MIMO System	SYSTEM AND ARCHITECTURE, CSI 2015	Advances in Intelligent Systems and Computing				50th Annual Convention of the Computer-Society-of-India (CSI) on Digital Life	DEC 02-05, 2015	Delhi, INDIA	Comp Soc India								Muthu, Priya Siva Bhaga/D-9633-2019; P, Kumar/AAC-5504-2021	Muthu, Priya Siva Bhaga/0000-0002-4334-9507; 												2194-5357	2194-5365	978-981-10-8533-8; 978-981-10-8532-1				2018	732						53	61		10.1007/978-981-10-8533-8_6							WOS:000445156100006						
C	Madduri, H; Gomes, N		Baldwin, C		Madduri, Hari; Gomes, Neil			Designing a Cognitive Concierge Service for Hospitals	ADVANCES IN NEUROERGONOMICS AND COGNITIVE ENGINEERING (AHFE 2017)	Advances in Intelligent Systems and Computing				8th International Conference on Applied Human Factors and Ergonomics (AHFE) / International Conferences on Cognitive and Neuroergonomics and Cognitive Computing and Internet of Things	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60642-2; 978-3-319-60641-5				2018	586						447	456		10.1007/978-3-319-60642-2_42							WOS:000465822500042						
C	Ugodzinski, R; Szewczyk, R; Nowicki, M		Filev, D; Jablkowski, J; Kacprzyk, J; Krawczak, M; Popchev, I; Rutkowski, L; Sgurev, V; Sotirova, E; Szynkarczyk, P; Zadrozny, S		Ugodzinski, R.; Szewczyk, R.; Nowicki, M.			Analog PID Controller with the Digitally Controlled Parameters	INTELLIGENT SYSTEMS'2014, VOL 2: TOOLS, ARCHITECTURES, SYSTEMS, APPLICATIONS	Advances in Intelligent Systems and Computing				7th IEEE International Conference on Intelligent Systems (IEEE IS)	SEP 24-26, 2014	Warsaw, POLAND	Polish Acad Sci, Syst Res Inst, Polish Acad Sci, Dept IV Engn Sci, Ind Inst Automat & Measurements, Inst Elect & Elect Engineers, Poland Sect, Computat Intelligence Soc, Polish Operat & Syst Res Soc, Inst Elect Elect Engineers Syst, Man & Cybernet Soc, Inst Elect Elect Engineers Computat Intelligence Soc, Polish Neural Network Soc, Polish Assoc Artificial Intelligence, Inst Elect Elect Engineers								Nowicki, Michal/D-4811-2018	Nowicki, Michal/0000-0003-2513-952X; Szewczyk, Roman/0000-0002-1214-1009												2194-5357		978-3-319-11309-8				2015	323						89	98		10.1007/978-3-319-11310-4_9							WOS:000360203500009						
C	Harshavardhan, A; Venugopal, T; Babu, S		Saeed, K; Chaki, N; Pati, B; Bakshi, S; Mohapatra, DP		Harshavardhan, A.; Venugopal, T.; Babu, Suresh			3D Surface Measurement through Easy-Snap Phase Shift Fringe Projection	PROGRESS IN ADVANCED COMPUTING AND INTELLIGENT ENGINEERING, PROCEEDINGS OF ICACIE 2016, VOLUME 1	Advances in Intelligent Systems and Computing				International Conference on Advanced Computing and Intelligent Engineering (ICACIE)	DEC 23-25, 2016	C.V. Raman Coll Engn, Bhubaneswar, INDIA	DRDO	C.V. Raman Coll Engn							VENUGOPAL, T/AAB-6444-2021; VENUGOPAL, T/AAA-5910-2021; Harshavardhan, A./AAH-4104-2020	VENUGOPAL, T/0000-0001-7782-7311; vardhan awari, Harsha/0000-0002-2559-9713												2194-5357	2194-5365	978-981-10-6872-0; 978-981-10-6871-3				2018	563						179	186		10.1007/978-981-10-6872-0_17							WOS:000450831300017						
C	Yu, H; Wang, Y; Fan, YN; Meng, SCL; Huang, R		Barolli, L; Enokido, T		Yu, Huan; Wang, Ying; Fan, Yaning; Meng, Sachula; Huang, Rui			Accuracy Is Not Enough: Serendipity Should Be Considered More	INNOVATIVE MOBILE AND INTERNET SERVICES IN UBIQUITOUS COMPUTING, IMIS-2017	Advances in Intelligent Systems and Computing				11th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing (IMIS)	JUL 10-12, 2017	Ist Superiore Mario Boella, Torino, ITALY		Ist Superiore Mario Boella																				2194-5357	2194-5365	978-3-319-61542-4; 978-3-319-61541-7				2018	612						231	241		10.1007/978-3-319-61542-4_22							WOS:000559732300022						
C	Nuli, UA; Kulkarni, PJ		Meghanathan, N; Nagamalai, D; Chaki, N		Nuli, Uday A.; Kulkarni, P. J.			Particle Based Fluid Animation Using CUDA	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 2	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Information Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA																						2194-5357	2194-5365	978-3-642-31551-0				2013	177						503	+									WOS:000312968800051						
C	Stepniak, W; Nowak, Z		Borzemski, L; Grzech, A; Swiatek, J; Wilimowska, Z		Stepniak, Wojciech; Nowak, Ziemowit			Performance Analysis of SPA Web Systems	INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY - ISAT 2016 - PT I	Advances in Intelligent Systems and Computing				37th International Conference on Information Systems Architecture and Technology (ISAT)	SEP 18-20, 2016	Karpacz, POLAND	Wroclaw Univ Sci & Technol, Dept Comp Sci, Wroclaw Univ Sci & Technol, Dept Management Syst																					2194-5357		978-3-319-46583-8; 978-3-319-46582-1				2017	521						235	247		10.1007/978-3-319-46583-8_19							WOS:000392269200019						
C	Kitamura, K; Shirato, Y; Oono, M; Nishida, Y; Mizoguchi, H		DiBucchianico, G; Kercher, P		Kitamura, Koji; Shirato, Yoshihisa; Oono, Mikiko; Nishida, Yoshihumi; Mizoguchi, Hiroshi			The Digital Crystal Ball: A Service Recommendation System for Designing Social Participation Experiences Among the Elderly	ADVANCES IN DESIGN FOR INCLUSION	Advances in Intelligent Systems and Computing				International Conference on Design for Inclusion	JUL 27-31, 2016	FL									Kitamura, Koji/A-5811-2017	Kitamura, Koji/0000-0003-4936-6970; MIZOGUCHI, HIROSHI/0000-0002-1322-6098												2194-5357	2194-5365	978-3-319-41962-6; 978-3-319-41961-9				2016	500						623	630		10.1007/978-3-319-41962-6_55							WOS:000389646900055						
C	El Hadj, MA; Benkaouz, Y; Khoumsi, A; Erradi, M		Abraham, A; Haqiq, A; Muda, AK; Gandhi, N		El Hadj, Maryem Ait; Benkaouz, Yahya; Khoumsi, Ahmed; Erradi, Mohammed			Access Domain-Based Approach for Anomaly Detection and Resolution in XACML Policies	INNOVATIONS IN BIO-INSPIRED COMPUTING AND APPLICATIONS, IBICA 2017	Advances in Intelligent Systems and Computing				8th International Conference on Innovations in Bio-Inspired Computing and Applications (IBICA)	DEC 11-13, 2017	Marrakech, MOROCCO	Machine Intelligence Res Labs, Hassan 1 Univ, Fac Sci & Tech																					2194-5357	2194-5365	978-3-319-76354-5; 978-3-319-76353-8				2018	735						298	308		10.1007/978-3-319-76354-5_27							WOS:000542694300027						
C	Verwulgen, S; Peeters, T; Vleugels, J; Geyssen, R; De Bruyne, G; Saeys, W; Truijen, S		Ahram, T; Falcao, C		Verwulgen, Stijn; Peeters, Thomas; Vleugels, Jochen; Geyssen, Robbie; De Bruyne, Guido; Saeys, Wim; Truijen, Steven			Accuracy and Efficiency Validation of a Helmet Mounted Vibrotactile Feedback System for Aerodynamic Head Position During Cycling	ADVANCES IN HUMAN FACTORS IN WEARABLE TECHNOLOGIES AND GAME DESIGN (AHFE 2017)	Advances in Intelligent Systems and Computing				8th International Conference on Applied Human Factors and Ergonomics / International Conferences on Human Factors and Wearable Technologies, and Human Factors in Game Design	JUL 17-21, 2017	Los Angeles, CA									Saeys, Wim/B-2252-2017; De Bruyne, Guido/J-7622-2017	Saeys, Wim/0000-0001-8193-5016; De Bruyne, Guido/0000-0002-3594-3258												2194-5357	2194-5365	978-3-319-60639-2; 978-3-319-60638-5				2018	608						85	93		10.1007/978-3-319-60639-2_9							WOS:000465822700009						
C	Singh, S; Singh, DS		Satapathy, SC; Udgata, SK; Biswal, BN		Singh, Sapna; Singh, Daya Shankar			Implementing Fuzziness in the Pattern Recognition Process for Improving the Classification of the Patterns Being Recognised	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON FRONTIERS OF INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2013	Advances in Intelligent Systems and Computing				2nd International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 14-16, 2013	Bhubaneswar, INDIA	Bhubaneswar Engn Coll																					2194-5357		978-3-319-02931-3; 978-3-319-02930-6				2014	247						33	40		10.1007/978-3-319-02931-3_5							WOS:000339490600005						
C	Del Fatto, V; Gennari, R; Melonio, A; Raimato, G		Vittorini, P; Gennari, R; DiMascio, T; Rodriguez, S; DeLaPrieta, F; Ramos, C; Silveira, RA		Del Fatto, Vincenzo; Gennari, Rosella; Melonio, Alessandra; Raimato, Guerriero			The Design of a Smart Tray with Its Canteen Users: A Formative Study	METHODOLOGIES AND INTELLIGENT SYSTEMS FOR TECHNOLOGY ENHANCED LEARNING	Advances in Intelligent Systems and Computing				7th International Conference in Methodologies and Intelligent Systems for Technology Enhanced Learning (MIS4TEL)	JUN 21-23, 2017	Polytechn Porto, Porto, PORTUGAL	IBM, Indra, IEEE SMC Spain	Polytechn Porto																				2194-5357	2194-5365	978-3-319-60819-8; 978-3-319-60818-1				2017	617						36	43		10.1007/978-3-319-60819-8_5							WOS:000482786000005						
C	Wang, X; Zhu, ZQ; Cao, SX; Hao, FF		Yang, G		Wang, Xia; Zhu, Zhiqiang; Cao, Shunxia; Hao, Fangfang			Construction of Viral Soft Handover Nonlinear System Model in Frequency Domain Based on Cross Entropy	PROCEEDINGS OF THE 2012 INTERNATIONAL CONFERENCE ON COMMUNICATION, ELECTRONICS AND AUTOMATION ENGINEERING	Advances in Intelligent Systems and Computing				International Conference on Communications, Electronics and Automation Engineering	AUG 23-25, 2012	Xian, PEOPLES R CHINA	Xian Technol Univ, Shaanxi Network & Monitoring Control Engn Lab, Missouri Western State Univ																					2194-5357		978-3-642-31697-5				2013	181						485	+									WOS:000315538000069						
C	Guo, JQ; Lin, CY		Du, ZY		Guo Jianqing; Lin Chengyan			Application of Seismic Sedimentology Method to Beach-Bar Depositional System	INTELLIGENCE COMPUTATION AND EVOLUTIONARY COMPUTATION	Advances in Intelligent Systems and Computing				International Conference of Intelligence Computation and Evolutionary Computation (ICEC 2012)	JUL 07, 2012	Wuhan, PEOPLES R CHINA	Informat Technol & Ind Engn Res Ctr																					2194-5357		978-3-642-31655-5				2013	180						87	92									WOS:000316302700013						
C	van Dam, KH; Bustos-Turu, G; Shah, N		Jager, W; Verbrugge, R; Flache, A; DeRoo, G; Hoogduin, L; Hemelrijk, C		van Dam, Koen H.; Bustos-Turu, Gonzalo; Shah, Nilay			A Methodology for Simulating Synthetic Populations for the Analysis of Socio-technical Infrastructures	ADVANCES IN SOCIAL SIMULATION 2015	Advances in Intelligent Systems and Computing				11th Annual Social Simulation Conference	SEP 14-18, 2015	Groningen Ctr Social Complex Studies, Groningen, NETHERLANDS		Groningen Ctr Social Complex Studies																				2194-5357	2194-5365	978-3-319-47253-9; 978-3-319-47252-2				2017	528						429	434		10.1007/978-3-319-47253-9_39							WOS:000418582900039						
C	Roy, S; Bose, R; Sarddar, D		Mandal, JK; Satapathy, SC; Sanyal, MK; Bhateja, V		Roy, Sandip; Bose, Rajesh; Sarddar, Debabrata			SSeS: A Self-configuring Selective Single-Path Routing Protocol for Cloud-Based Mobile Wireless Sensor Network	PROCEEDINGS OF THE FIRST INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND COMMUNICATION	Advances in Intelligent Systems and Computing				1st International Conference on Intelligent Computing and Communication, (ICIC2)	FEB 18-19, 2016	Univ Kalyani, Kalyani, INDIA	Univ Kalyani, Fac Engn, Technol & Management, Kalyani Univ, DST PURSE Program Govt India, UGC, Comp Soc India Div V	Univ Kalyani							Bose/AAD-7012-2019; ROY, SANDIP/K-6066-2017	ROY, SANDIP/0000-0002-5447-803X; Bose, Rajesh/0000-0002-0967-455X												2194-5357		978-981-10-2035-3; 978-981-10-2034-6				2017	458						655	667		10.1007/978-981-10-2035-3_66							WOS:000401109800066						
C	Sajewski, L		Szewczyk, R; Zielinski, C; Kaliczynska, M		Sajewski, Lukasz			Reachability of Fractional Positive Continuous-Time Linear Systems with Two Different Fractional Orders	RECENT ADVANCES IN AUTOMATION, ROBOTICS AND MEASURING TECHNIQUES	Advances in Intelligent Systems and Computing				International Conference on Automation	MAR 26-28, 2014	Warsaw, POLAND									Sajewski, Lukasz/A-1769-2016	Sajewski, Lukasz/0000-0003-1098-5571												2194-5357	2194-5365	978-3-319-05353-0; 978-3-319-05352-3				2014	267						239	249		10.1007/978-3-319-05353-0_24							WOS:000374238800024						
C	Wrobel-Lachowska, M; Wisniewski, Z; Polak-Sopinska, A		Andre, T		Wrobel-Lachowska, Magdalena; Wisniewski, Zbigniew; Polak-Sopinska, Aleksandra			The Role of the Lifelong Learning in Logistics 4.0	ADVANCES IN HUMAN FACTORS IN TRAINING, EDUCATION, AND LEARNING SCIENCES, AHFE 2017	Advances in Intelligent Systems and Computing				International Conference on Usability and User Experience/8th International Conference on Applied Human Factors and Ergonomics (AHFE)/International Conference on Human Factors in Training, Education, and Learning Sciences	JUL 17-21, 2017	Los Angeles, CA									Wisniewski, Zbigniew/F-4093-2010; Polak-Sopinska, Aleksandra/M-2035-2018; Wrobel-Lachowska, Magdalena/M-5204-2018	Wisniewski, Zbigniew/0000-0003-0066-9321; Polak-Sopinska, Aleksandra/0000-0002-5331-4180; Wrobel-Lachowska, Magdalena/0000-0002-2578-0758												2194-5357	2194-5365	978-3-319-60018-5; 978-3-319-60017-8				2018	596						402	409		10.1007/978-3-319-60018-5_39							WOS:000450483600039						
C	Ferrnandes, J; Lourenco, A		SaezRodriguez, J; Rocha, MP; FdezRiverola, F; Santana, JFD		Ferrnandes, Jose; Lourenco, Analia			Bringing Named Entity Recognition on Drupal Content Management System	8TH INTERNATIONAL CONFERENCE ON PRACTICAL APPLICATIONS OF COMPUTATIONAL BIOLOGY & BIOINFORMATICS (PACBB 2014)	Advances in Intelligent Systems and Computing				8th International Conference on Practical Applications of Computational Biology & Bioinformatics (PACBB)	JUN 04-06, 2014	Univ Salamanca, Salamanca, SPAIN	Telefonica Digital, Indra, Ingn Software Avanzado S A, IBM, IEEE Syst Man & Cybernet Soc Spain, Asociac Espanola Para Inteligencia Artificial, Associacao Portuguesa Para Inteligencia Artificial, Ctr Natl Rech Scientifique, Unive Salamanca, Bioinformat Intelligent Syst & Educ Technol Res Grp, Univ Vigo, Next Generat Comp Syst Grp	Univ Salamanca							Lourenco, Analia/G-8879-2013; Lourenco, Analia/Y-9447-2019	Lourenco, Analia/0000-0001-8401-5362; Lourenco, Analia/0000-0001-8401-5362												2194-5357	2194-5365	978-3-319-07581-5; 978-3-319-07580-8				2014	294						261	268		10.1007/978-3-319-07581-5_31							WOS:000351276700031						
C	Sethi, S; Pal, S		Satapathy, SC; Udgata, SK; Biswal, BN		Sethi, Srinivas; Pal, Sangita			Effective Routing Protocol in Cognitive Radio Ad Hoc Network Using Fuzzy-Based Reliable Communication Neighbor Node Selection	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON FRONTIERS OF INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2013	Advances in Intelligent Systems and Computing				2nd International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 14-16, 2013	Bhubaneswar, INDIA	Bhubaneswar Engn Coll																					2194-5357	2194-5365	978-3-319-02931-3; 978-3-319-02930-6				2014	247						17	24		10.1007/978-3-319-02931-3_3							WOS:000339490600003						
C	Kolaczek, G; Swiatek, P; Juszczyszyn, K; Grzech, A; Slawek, A		Swiatek, J; Borzemski, L; Grzech, A; Wilimowska, Z		Kolaczek, Grzegorz; Swiatek, Pawel; Juszczyszyn, Krzysztof; Grzech, Adam; Slawek, Arkadiusz			The Methodology for Software Development to Support Decision Making Processes	INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY, ISAT 2015, PT III	Advances in Intelligent Systems and Computing				36th International Conference on Information Systems Architecture and Technology (ISAT)	SEP 20-22, 2015	Karpacz, POLAND	Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Comp Sci, Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Management Syst									Kolaczek, Grzegorz/0000-0001-7125-0988												2194-5357		978-3-319-28564-1; 978-3-319-28562-7				2016	431						15	24		10.1007/978-3-319-28564-1_2							WOS:000378553900002						
C	Karpagam, RS; Viswanathan, B		Dash, SS; Bhaskar, MA; Panigrahi, BK; Das, S		Karpagam, R. S.; Viswanathan, B.			Design, Test and Evaluation of Trace-Buffer Inserted FPGA System	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2015	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	APR 22-23, 2015	Velammal Engn Coll, Chennai, INDIA		Velammal Engn Coll																				2194-5357	2194-5365	978-81-322-2656-7; 978-81-322-2654-3				2016	394						1039	1048		10.1007/978-81-322-2656-7_96							WOS:000371315700096						
C	Aguayo, FJ; Garcia, I; Alaiz-Moreton, H; Benavides, C		Garcia, HP; AlfonsoCendon, J; Gonzalez, LS; Quintian, H; Corchado, E		Aguayo, Francisco J.; Garcia, Isaias; Alaiz-Moreton, Hector; Benavides, Carmen			Techniques and Utilities to Improve the Design, Development and Debugging of Multiagent Applications with Agile Principles	INTERNATIONAL JOINT CONFERENCE SOCO'17- CISIS'17-ICEUTE'17 PROCEEDINGS	Advances in Intelligent Systems and Computing				12th Int Conf Soft Computing Models in Industrial and Environmental Applications (SOCO) / 10th Int Conf on Computational Intelligence in Security for Information Systems (CISIS) / 8th Int Conf on European Transnational Education	SEP 06-08, 2017	Leon, SPAIN	COESI, Startup Ole, Int Federat Computat Log, Res Inst Appl Sci Cybersecur								Benavides, Carmen/ABC-4115-2020; MORETON, HECTOR ALAIZ/H-6386-2015; Garcia, Isaias/Y-9131-2019	Benavides, Carmen/0000-0002-6514-6858; MORETON, HECTOR ALAIZ/0000-0001-6572-1261; Garcia, Isaias/0000-0001-5209-8773; Aguayo-Canela, FJ./0000-0002-5609-8794												2194-5357	2194-5365	978-3-319-67180-2; 978-3-319-67179-6				2018	649						198	208		10.1007/978-3-319-67180-2_19							WOS:000432924900019						
