PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Li, MH; Ding, Q		Pan, JS; Snasel, V; Sung, TW; Wang, XD		Li, Minghao; Ding, Qun			The Key Exchange Algorithm in Network Encryption Machine	INTELLIGENT DATA ANALYSIS AND APPLICATIONS, (ECC 2016)	Advances in Intelligent Systems and Computing				3rd Euro-China Conference on Intelligent Data Analysis and Applications (ECC)	NOV 07-09, 2016	Fujian Univ Technol, Fuzhou, PEOPLES R CHINA	Fujian Provincial Key Lab Big Data Mining & Applicat, VSB Techn Univ Ostrava, Taiwan Assoc Web Intelligence Consortium & Immers Co Ltd	Fujian Univ Technol																				2194-5357	2194-5365	978-3-319-48499-0; 978-3-319-48498-3				2017	535						219	226		10.1007/978-3-319-48499-0_27							WOS:000398625400027						
C	Swain, B; Satapathy, SS		Dash, SS; Bhaskar, MA; Panigrahi, BK; Das, S		Swain, Biswaranjan; Satapathy, Siddhartha S.			Nature-Inspired Moving Sink Energy Efficient Data Gathering Protocol for Wireless Sensor Network	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2015	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	APR 22-23, 2015	Velammal Engn Coll, Chennai, INDIA		Velammal Engn Coll							Satapathy, Siddhartha Sankar/P-5422-2015	Satapathy, Siddhartha Sankar/0000-0003-1603-3803												2194-5357	2194-5365	978-81-322-2656-7; 978-81-322-2654-3				2016	394						753	763		10.1007/978-81-322-2656-7_69							WOS:000371315700069						
C	Sumaira, KA; Salim, A; Chandra, SSV		Das, S; Pal, T; Kar, S; Satapathy, SC; Mandal, JK		Sumaira, K. A.; Salim, A.; Chandra, S. S. Vinod			SVM-Based Pre-microRNA Classifier Using Sequence, Structural, and Thermodynamic Parameters	PROCEEDINGS OF THE 4TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2015	Advances in Intelligent Systems and Computing				4th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 16-18, 2015	Durgapur, INDIA	Natl Inst Technol, IEEE Computat Intelligence Soc, Kolkata Chapter, Govt India, Dept Sci & Technol									Chandra S S, Vinod/0000-0003-2298-1906; , Salim A/0000-0003-2953-0972												2194-5357	2194-5365	978-81-322-2695-6; 978-81-322-2693-2				2016	404						57	67		10.1007/978-81-322-2695-6_6							WOS:000371332400006						
C	Bluemke, I; Gawkowski, P; Grabski, W; Grochowski, K		Zamojski, W; Mazurkiewicz, J; Sugier, J; Walkowiak, T; Kacprzyk, J		Bluemke, Ilona; Gawkowski, Piotr; Grabski, Waldemar; Grochowski, Konrad			On the Performance of Some C# Constructions	ADVANCES IN DEPENDABILITY ENGINEERING OF COMPLEX SYSTEMS	Advances in Intelligent Systems and Computing				12th International Conference on Dependability and Complex Systems (DepCoS-RELCOMEX)	JUL 02-06, 2017	Brunow, POLAND	Wroclaw Univ Sci & Technol, Dept Comp Engn									Grochowski, Konrad/0000-0003-3289-4806; Bluemke, Ilona/0000-0002-2894-5976; Gawkowski, Piotr/0000-0002-7690-5688												2194-5357	2194-5365	978-3-319-59415-6; 978-3-319-59414-9				2018	582						39	48		10.1007/978-3-319-59415-6_4							WOS:000441189200004						
C	Anghour, A; Lamolle, M		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Anghour, Azziz; Lamolle, Myriam			Designing and Managing a Real-Time Collaborative Learning Paths by a Multi-agents Platform	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 3	Advances in Intelligent Systems and Computing				5th World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL																						2194-5357	2194-5365	978-3-319-56541-5; 978-3-319-56540-8				2017	571						205	214		10.1007/978-3-319-56541-5_21							WOS:000425539200021						
C	Thomas, A; Kumar, TG; Mohan, AK		Bhattacharyya, S; Chaki, N; Konar, D; Chakraborty, UK; Singh, CT		Thomas, Arun; Kumar, T. Gireesh; Mohan, Ashok Kumar			Neighbor Attack Detection in Internet of Things	ADVANCED COMPUTATIONAL AND COMMUNICATION PARADIGMS, VOL 2	Advances in Intelligent Systems and Computing				1st International Conference on Advanced Computational and Communication Paradigms (ICACCP)	SEP 08-10, 2017	Sikkim Manipal Inst Technol, Dept Comp Sci & Engn, Majitar, INDIA		Sikkim Manipal Inst Technol, Dept Comp Sci & Engn								Mohan, Ashok Kumar/0000-0003-3519-2228												2194-5357	2194-5365	978-981-10-8237-5; 978-981-10-8236-8				2018	706						187	196		10.1007/978-981-10-8237-5_18							WOS:000553799500018						
C	Gandhi, VCS; Kumaravelan, R; Ramesh, S; Venkatesan, M		Sundari, PD; Dash, SS; Das, S; Panigrahi, BK		Gandhi, V. C. Sathish; Kumaravelan, R.; Ramesh, S.; Venkatesan, M.			Computational Study of Coil Helical Spring: Automobile Clutch	PROCEEDINGS OF 2ND INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND APPLICATIONS	Advances in Intelligent Systems and Computing				2nd International Conference on Intelligent Computing and Applications (ICICA)	FEB 05-06, 2016	KCG Coll Technol, Chennai, INDIA		KCG Coll Technol							GANDHI, V. C. SATHISH/E-4637-2016; R, KUMARAVELAN/P-7377-2017; RAMESH, S/H-5261-2011	R, KUMARAVELAN/0000-0001-9916-7764; RAMESH, S/0000-0002-4872-4409												2194-5357		978-981-10-1645-5; 978-981-10-1644-8				2017	467						523	540		10.1007/978-981-10-1645-5_44							WOS:000401652200044						
C	Pan, N; Sun, L; Mao, XQ		Patnaik, S; Li, X		Pan, Ning; Sun, Lei; Mao, Xiuqing			CP-ABE Scheme with Revocation for Cloud Storage	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY (CSAIT 2013)	Advances in Intelligent Systems and Computing				International Conference on Computer Science and Information Technology (CSAIT)	SEP 21-23, 2013	Kunming, PEOPLES R CHINA																						2194-5357	2194-5365	978-81-322-1759-6; 978-81-322-1758-9				2014	255						467	475		10.1007/978-81-322-1759-6_54							WOS:000339434900054						
S	Kosikowski, L; Czyzewski, A; Senderski, A		Hippe, ZS; Kulikowski, JL; Mroczek, T		Kosikowski, L.; Czyzewski, A.; Senderski, A.			Visual and Auditory Attention Stimulator for Assisting Pedagogical Therapy	HUMAN-COMPUTER SYSTEMS INTERACTION: BACKGROUNDS AND APPLICATIONS 4	Advances in Intelligent Systems and Computing																Czyzewski, Andrzej/0000-0001-9159-8658												2194-5357	2194-5365	978-3-319-62120-3; 978-3-319-62119-7				2018	551						31	41		10.1007/978-3-319-62120-3_3	10.1007/978-3-319-62120-3						WOS:000449981500004						
C	Khawaja, SG; Tehreem, A; Akram, MU; Khan, SA		Abraham, A; Haqiq, A; Alimi, AM; Mezzour, G; Rokbani, N; Muda, AK		Khawaja, Sajid Gul; Tehreem, Amna; Akram, M. Usman; Khan, Shoab Ahmed			Multicore Framework for Finding Frequent Item-Sets Using TDS	PROCEEDINGS OF THE 16TH INTERNATIONAL CONFERENCE ON HYBRID INTELLIGENT SYSTEMS (HIS 2016)	Advances in Intelligent Systems and Computing				16th International Conference on Hybrid Intelligent Systems (HIS) / 8th World Congress on Nature and Biologically Inspired Computing (NaBIC)	NOV 21-23, 2016	Marrakech, MOROCCO	Machine Intelligence Res Labs, Hassan 1st Univ, Univ Sfax, Fac Sci Tech Settat, e ngn org, Assoc Grand Atlas, Groupement Format Continue, Univ Int Rabat, Lab Informatique Reseaux Mobilite & Modelisat, Res Grp Intelligent Machines Lab								Akram, Muhammad Usman/AAD-7343-2020	Akram, Muhammad Usman/0000-0002-6208-7231; Khawaja, Sajid/0000-0002-2409-3470												2194-5357	2194-5365	978-3-319-52941-7; 978-3-319-52940-0				2017	552						340	349		10.1007/978-3-319-52941-7_34							WOS:000418854600034						
C	Wray, RE; Woods, A; Haley, J; Folsom-Kovarik, JT		Schatz, S; Hoffman, M		Wray, Robert E.; Woods, Angela; Haley, Joshua; Folsom-Kovarik, Jeremiah T.			Evaluating Instructor Configurability for Adaptive Training	ADVANCES IN CROSS-CULTURAL DECISION MAKING	Advances in Intelligent Systems and Computing				International Conference on Cross-Cultural Decision Making (CCDM)	JUL 27-31, 2016	FL																						2194-5357		978-3-319-41636-6; 978-3-319-41635-9				2017	480						195	206		10.1007/978-3-319-41636-6_16							WOS:000390837000016						
C	Lai, CC; Kuo, LW		Rebelo, F; Soares, M		Lai, Chih-Chun; Kuo, Lung-Wen			Size Effects and Scale Effects on the Usability of Tablets in Finger Pointing and Dragging Tasks	ADVANCES IN ERGONOMICS IN DESIGN	Advances in Intelligent Systems and Computing				International Conference on Ergonomics in Design	JUL 27-31, 2016	FL									lai, chih chun/AAE-6772-2021													2194-5357		978-3-319-41983-1; 978-3-319-41982-4				2016	485						109	120		10.1007/978-3-319-41983-1_11							WOS:000389646200011						
C	Wang, KY; Han, CK; Lin, XH; Lin, CH		Barolli, L; Enokido, T		Wang, Kuei-Yuan; Han, Chien-Kuo; Lin, Xiao-Hong; Lin, Chia-Hua			A Comparative Study of Valuation and Value Drivers in the Textile Industry: Kwang Ming Silk Mill Co., Ltd. vs. Eclat Textile Co., Ltd.	INNOVATIVE MOBILE AND INTERNET SERVICES IN UBIQUITOUS COMPUTING, IMIS-2017	Advances in Intelligent Systems and Computing				11th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing (IMIS)	JUL 10-12, 2017	Ist Superiore Mario Boella, Torino, ITALY		Ist Superiore Mario Boella																				2194-5357	2194-5365	978-3-319-61542-4; 978-3-319-61541-7				2018	612						812	820		10.1007/978-3-319-61542-4_83							WOS:000559732300083						
C	Efendi, R; Arbaiy, N; Deris, MM		PhonAmnuaisuk, S; Au, TW; Omar, S		Efendi, Riswan; Arbaiy, Nureize; Deris, Mustafa Mat			Estimation of Confidence-Interval for Yearly Electricity Load Consumption Based on Fuzzy Random Auto-Regression Model	COMPUTATIONAL INTELLIGENCE IN INFORMATION SYSTEMS, CIIS 2016	Advances in Intelligent Systems and Computing				Conference on Computational Intelligence in Information Systems (CIIS)	2016	BRUNEI	Univ Teknologi Brunei, Sch Comp & Informat, Int Neural Network Soc, KAIST, Brain Sci Res Ctr, Asia Pacific Neural Network Soc, CISCO, Google Developer Grp Brunei, BAG Networks								Efendi, Riswan/AAP-4830-2021; Deris, Mustafa Mat/D-4662-2013; Arbaiy, Nureize/AAH-8531-2021	Arbaiy, Nureize/0000-0002-9535-8384												2194-5357	2194-5365	978-3-319-48517-1; 978-3-319-48516-4				2017	532						15	26		10.1007/978-3-319-48517-1_2							WOS:000405210000002						
C	Mathur, G; Rikhari, S		Pattnaik, PK; Rautaray, SS; Das, H; Nayak, J		Mathur, Geetika; Rikhari, Suneetha			Recognition of Various Handwritten Indian Numerals Using Artificial Neural Network	PROGRESS IN COMPUTING, ANALYTICS AND NETWORKING, ICCAN 2017	Advances in Intelligent Systems and Computing				International Conference on Computing, Analytics and Networking (ICCAN)	DEC 15-16, 2017	Bhubaneswar, INDIA	KIIT Univ, Sch Comp Engn																					2194-5357	2194-5365	978-981-10-7871-2; 978-981-10-7870-5				2018	710						805	816		10.1007/978-981-10-7871-2_77							WOS:000553798900077						
C	Brezo, F; de la Puerta, JG; Santos, I; Barroso, D; Bringas, PG		Herrero, A; Snasel, V; Abraham, A; Zelinka, I; Baruque, B; Quintian, H; Calvo, JL; Sedano, J; Corchado, E		Brezo, Felix; Gaviria de la Puerta, Jose; Santos, Igor; Barroso, David; Garcia Bringas, Pablo			C&C Techniques in Botnet Development	INTERNATIONAL JOINT CONFERENCE CISIS'12 - ICEUTE'12 - SOCO'12 SPECIAL SESSIONS	Advances in Intelligent Systems and Computing				7th Int Conf on Soft Comp Models in Industrial and Environm Applications	SEP 05-07, 2012	VSB Techn Univ, Fac Elect Engn & Comp Sci, Ostrava, CZECH REPUBLIC	VSB Tech Univ Ostrava	VSB Techn Univ, Fac Elect Engn & Comp Sci							Santos, Igor/L-3854-2013; Santos, Igor/AAJ-9037-2021; Santos, Igor/ABH-5429-2020	Santos, Igor/0000-0002-9511-8612; Santos, Igor/0000-0002-9511-8612												2194-5357	2194-5365	978-3-642-33017-9				2013	189						97	+									WOS:000312969500010						
C	Varacha, P		Zelinka, I; Rossler, OE; Snasel, V; Abraham, A; Corchado, ES		Varacha, P.			Asynchronous Synthesis of a Neural Network Applied on Head Load Prediction	NOSTRADAMUS: MODERN METHODS OF PREDICTION, MODELING AND ANALYSIS OF NONLINEAR SYSTEMS	Advances in Intelligent Systems and Computing				Nostradamus Conference	SEP, 2012	Ostrava, CZECH REPUBLIC	IT4 Innovat, VSB Tech Univ Ostrava, MIR Lab, Ctr Chaos & Complex Networks, Journal Unconvent Comp								Varacha, Pavel/AAC-3278-2020	Varacha, Pavel/0000-0003-0042-9141												2194-5357	2194-5365	978-3-642-33226-5				2013	192						225	240									WOS:000313767300024						
C	Dressler, A; Bredow, B; Rossger, L; Rudel, M; Sturzbecher, D		Stanton, NA; Landry, S; DiBucchianico, G; Vallicelli, A		Dressler, Annika; Bredow, Bianca; Roessger, Lars; Ruedel, Mathias; Sturzbecher, Dietmar			Development and Trial of an Item Set for Testing Traffic Perception and Hazard Avoidance	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				International Conference on Human Factors in Transportation	JUL 27-31, 2016	FL																						2194-5357	2194-5365	978-3-319-41682-3; 978-3-319-41681-6				2017	484						1003	1013		10.1007/978-3-319-41682-3_82							WOS:000390836900082						
C	Cueto-Lopez, N; Alaiz-Rodriguez, R; Garcia-Ordas, MT; Gonzalez-Donquiles, C; Martin, V		Garcia, HP; AlfonsoCendon, J; Gonzalez, LS; Quintian, H; Corchado, E		Cueto-Lopez, Nahum; Alaiz-Rodriguez, Rocio; Teresa Garcia-Ordas, Maria; Gonzalez-Donquiles, Carmen; Martin, Vicente			Assessing Feature Selection Techniques for a Colorectal Cancer Prediction Model	INTERNATIONAL JOINT CONFERENCE SOCO'17- CISIS'17-ICEUTE'17 PROCEEDINGS	Advances in Intelligent Systems and Computing				12th Int Conf Soft Computing Models in Industrial and Environmental Applications (SOCO) / 10th Int Conf on Computational Intelligence in Security for Information Systems (CISIS) / 8th Int Conf on European Transnational Education	SEP 06-08, 2017	Leon, SPAIN	COESI, Startup Ole, Int Federat Computat Log, Res Inst Appl Sci Cybersecur								Martin, Vicente/A-1597-2008; Garcia-Ordas, MarIa Teresa/AAA-5517-2019	Martin, Vicente/0000-0003-0552-2804; Garcia-Ordas, MarIa Teresa/0000-0002-3796-3949												2194-5357	2194-5365	978-3-319-67180-2; 978-3-319-67179-6				2018	649						471	481		10.1007/978-3-319-67180-2_46							WOS:000432924900046						
C	Rao, AS; Gubbi, J; Palaniswami, M		Thampi, SM; Bandyopadhyay, S; Krishnan, S; Li, KC; Mosin, S; Ma, M		Rao, Aravinda S.; Gubbi, Jayavardhana; Palaniswami, Marimuthu			Anomalous Crowd Event Analysis Using Isometric Mapping	ADVANCES IN SIGNAL PROCESSING AND INTELLIGENT RECOGNITION SYSTEMS (SIRS-2015)	Advances in Intelligent Systems and Computing				2nd International Symposium on Signal Processing and Intelligent Recognition Systems (SIRS)	DEC 16-19, 2015	Trivandrum, INDIA	Indian Inst Informat Technol & Management, ACM, Trivandrum Chapter, Int Neural Networks Soc India, Reg Chapter, TECHNOPARK, IUPRAI								Rao, Aravinda/I-6941-2016; Gubbi, Jayavardhana/ABF-9315-2020	Rao, Aravinda/0000-0003-2319-6539; Palaniswami, Marimuthu Swami/0000-0002-3635-4252												2194-5357	2194-5365	978-3-319-28658-7; 978-3-319-28656-3				2016	425						407	418		10.1007/978-3-319-28658-7_35							WOS:000384639900035						
C	Williams, D; Krishnalal, G; Raj, VPJ		Thampi, SM; Bandyopadhyay, S; Krishnan, S; Li, KC; Mosin, S; Ma, M		Williams, Deny; Krishnalal, G.; Raj, V. P. Jagathy			Fraudulent Image Recognition Using Stable Inherent Feature	ADVANCES IN SIGNAL PROCESSING AND INTELLIGENT RECOGNITION SYSTEMS (SIRS-2015)	Advances in Intelligent Systems and Computing				2nd International Symposium on Signal Processing and Intelligent Recognition Systems (SIRS)	DEC 16-19, 2015	Trivandrum, INDIA	Indian Inst Informat Technol & Management, ACM, Trivandrum Chapter, Int Neural Networks Soc India, Reg Chapter, TECHNOPARK, IUPRAI								P., Jagathy Raj V./C-6206-2016	P., Jagathy Raj V./0000-0003-1886-845X												2194-5357		978-3-319-28658-7; 978-3-319-28656-3				2016	425						15	26		10.1007/978-3-319-28658-7_2							WOS:000384639900002						
C	Prahara, A; Yanto, ITR; Herawan, T		Herawan, T; Ghazali, R; Nawi, NM; Deris, MM		Prahara, Adhi; Yanto, Iwan Tri Riyadi; Herawan, Tutut			Histogram Thresholding for Automatic Color Segmentation Based on k-means Clustering	RECENT ADVANCES ON SOFT COMPUTING AND DATA MINING	Advances in Intelligent Systems and Computing				2nd International Conference on Soft Computing and Data Mining (SCDM)	AUG 18-20, 2016	Bandung, INDONESIA									Herawan, Tutut/AAB-6534-2021	Herawan, Tutut/0000-0001-9262-9137												2194-5357	2194-5365	978-3-319-51281-5; 978-3-319-51279-2				2017	549						344	354		10.1007/978-3-319-51281-5_35							WOS:000416517100035						
C	Roy, A; Chakraborty, S; Bhattacharya, C		Thampi, SM; Bandyopadhyay, S; Krishnan, S; Li, KC; Mosin, S; Ma, M		Roy, Ashish; Chakraborty, Supriya; Bhattacharya, Chinmoy			Development of Tomographic Imaging Algorithms for Sonar and Radar	ADVANCES IN SIGNAL PROCESSING AND INTELLIGENT RECOGNITION SYSTEMS (SIRS-2015)	Advances in Intelligent Systems and Computing				2nd International Symposium on Signal Processing and Intelligent Recognition Systems (SIRS)	DEC 16-19, 2015	Trivandrum, INDIA	Indian Inst Informat Technol & Management, ACM, Trivandrum Chapter, Int Neural Networks Soc India, Reg Chapter, TECHNOPARK, IUPRAI																					2194-5357	2194-5365	978-3-319-28658-7; 978-3-319-28656-3				2016	425						285	296		10.1007/978-3-319-28658-7_25							WOS:000384639900025						
C	Dsouza, N; Lu, L		Cetiner, SM; Fechtelkotter, P; Legatt, M		Dsouza, Ninochka; Lu, Lixuan			A Literature Review on Human Reliability Analysis Techniques Applied for Probabilistic Risk Assessment in the Nuclear Industry	ADVANCES IN HUMAN FACTORS IN ENERGY: OIL, GAS, NUCLEAR AND ELECTRIC POWER INDUSTRIES	Advances in Intelligent Systems and Computing				7th International Conference on Applied Human Factors and Ergonomics / International Conference on Human Factors in Energy - Oil, Gas, Nuclear and Electric Power Industries	JUL 27-31, 2016	Bay Lake, FL																						2194-5357		978-3-319-41950-3; 978-3-319-41949-7				2017	495						41	54		10.1007/978-3-319-41950-3_4							WOS:000390838600004						
C	Reshma, M; Nair, PC; Gopalapillai, R; Gupta, D; Sudarshan, TSB		Thampi, SM; Bandyopadhyay, S; Krishnan, S; Li, KC; Mosin, S; Ma, M		Reshma, M.; Nair, Priyanka C.; Gopalapillai, Radhakrishnan; Gupta, Deepa; Sudarshan, T. S. B.			Multi-view Robotic Time Series Data Clustering and Analysis Using Data Mining Techniques	ADVANCES IN SIGNAL PROCESSING AND INTELLIGENT RECOGNITION SYSTEMS (SIRS-2015)	Advances in Intelligent Systems and Computing				2nd International Symposium on Signal Processing and Intelligent Recognition Systems (SIRS)	DEC 16-19, 2015	Trivandrum, INDIA	Indian Inst Informat Technol & Management, ACM, Trivandrum Chapter, Int Neural Networks Soc India, Reg Chapter, TECHNOPARK, IUPRAI									Gupta, Deepa/0000-0002-1041-5125; TSB, Sudarshan/0000-0001-9032-7389; Gopalapillai, Radhakrishnan/0000-0002-2905-9212; C Nair, Priyanka/0000-0002-1230-6862												2194-5357	2194-5365	978-3-319-28658-7; 978-3-319-28656-3				2016	425						521	531		10.1007/978-3-319-28658-7_44							WOS:000384639900044						
C	Meng, ZY; Pan, JS		Sun, H; Yang, CY; Lin, CW; Pan, JS; Snasel, V; Abraham, A		Meng, Zhenyu; Pan, Jeng-Shyang			A Simple and Accurate Global Optimizer for Continuous Spaces Optimization	GENETIC AND EVOLUTIONARY COMPUTING	Advances in Intelligent Systems and Computing				8th International Conference on Genetic and Evolutionary Computing (ICGEC)	OCT 18-20, 2014	Nanchang Inst Technol, Nanchang, PEOPLES R CHINA	National Kaohsiung Univ Appl Sci, VSB Tech Univ Ostrava, Sping	Nanchang Inst Technol							meng, marcus/AAU-4304-2021	Meng, Zhenyu/0000-0002-1466-8082												2194-5357	2194-5365	978-3-319-12285-4				2015	329						121	129		10.1007/978-3-319-12286-1_13							WOS:000360095800013						
