PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Rozewski, P; Bednarz, J		Omatu, S; Bersini, H; Corchado, JM; Rodriguez, S; Pawlewski, P; Bucciarelli, E		Rozewski, Przemyslaw; Bednarz, Justyna			Multimodal Perspective on Ontologies Combining Problem in Production Management Systems	DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE, 11TH INTERNATIONAL CONFERENCE	Advances in Intelligent Systems and Computing				11th International Symposium on Distributed Computing and Artificial Intelligence (DCAI)	JUN 04-06, 2014	Salamanca, SPAIN	Univ Salamanca, Bioinformat, Intelligent Syst & Educ Technol Res Grp, Ingn Software Avanzado S A, IBM, ICyL, IEEE Syst Man & Cybernet Soc Spain, Asociac Espanola Inteligencia Artificial, Assoc Portuguesa Para Inteligencia Artificial, Ctr Natl Rech Sci, Minist Economia & Competitividad								Rozewski, Przemyslaw/N-3713-2015													2194-5357	2194-5365	978-3-319-07593-8; 978-3-319-07592-1				2014	290						39	46		10.1007/978-3-319-07593-8_5							WOS:000342905800005						
C	Raouf, AEA; Badr, NL; Tolba, MF		Hassanien, AE; Shaalan, K; Gaber, T; Azar, AT; Tolba, MF		Raouf, Ahmed E. Abdel; Badr, Nagwa L.; Tolba, M. F.			An Enhanced Distributed Database Design Over the Cloud Environment	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON ADVANCED INTELLIGENT SYSTEMS AND INFORMATICS 2016	Advances in Intelligent Systems and Computing				2nd International Conference on Advanced Intelligent Systems and Informatics (AISI)	OCT 24-26, 2016	Cairo, EGYPT	Sci Res Grp Egypt, IEEE Computat Intelligence Soc, Egypt Chapter, IEEE Robot & Automat Soc, Egypt Chapter																					2194-5357		978-3-319-48308-5; 978-3-319-48307-8				2017	533						290	298		10.1007/978-3-319-48308-5_28							WOS:000398724000028						
S	Ramaiah, NP; Kumar, A		Singh, R; Vatsa, M; Majumdar, A; Kumar, A		Ramaiah, N. Pattabhi; Kumar, Ajay			Advancing Cross-Spectral Iris Recognition Research Using Bi-Spectral Imaging	MACHINE INTELLIGENCE AND SIGNAL PROCESSING	Advances in Intelligent Systems and Computing																kumar, Ajay/0000-0002-5312-9823												2194-5357	2194-5365	978-81-322-2625-3; 978-81-322-2624-6				2016	390						1	10		10.1007/978-81-322-2625-3_1	10.1007/978-81-322-2625-3						WOS:000385220100002						
C	Christy, DKS; Thomas, CDG; Nagar, AK; Thamburaj, R		Pant, M; Deep, K; Bansal, JC; Nagar, A; Das, KN		Christy, D. K. Sheena; Thomas, Christy D. G.; Nagar, Atulya K.; Thamburaj, Robinson			On Accepting Hexagonal Array Splicing System with Respect to Directions	PROCEEDINGS OF FIFTH INTERNATIONAL CONFERENCE ON SOFT COMPUTING FOR PROBLEM SOLVING (SOCPROS 2015), VOL 2	Advances in Intelligent Systems and Computing				5th International Conference on Soft Computing for Problem Solving (SocProS)	DEC 18-20, 2015	Roorkee, INDIA									Nagar, Atulya/A-6387-2012; Thamburaj, Robinson/AAY-1062-2020	Nagar, Atulya/0000-0001-5549-6435; Thamburaj, Robinson/0000-0001-8507-4196												2194-5357	2194-5365	978-981-10-0451-3; 978-981-10-0450-6				2016	437						481	490		10.1007/978-981-10-0451-3_44							WOS:000385787900044						
C	Raghu, G; Sharma, NK; Domanal, SG; Reddy, GRM		Sa, PK; Sahoo, MN; Murugappan, M; Wu, Y; Majhi, B		Raghu, G.; Sharma, Neeraj K.; Domanal, Shridhar G.; Reddy, G. Ram Mohana			Memory-Based Load Balancing Algorithm in Structured Peer-to-Peer System	PROGRESS IN INTELLIGENT COMPUTING TECHNIQUES: THEORY, PRACTICE, AND APPLICATIONS, VOL 1	Advances in Intelligent Systems and Computing				4th International Conference on Advanced Computing, Networking and Informatics (ICACNI)	SEP 22-24, 2016	Natl Inst Technol Rourkela, Ctr Comp Vis & Pattern Recognit, Rourkela, INDIA	Joint Control Syst Soc & Instrumentat & Measurement Soc Chapter, IEEE Kolkata Sect, IEEE Commun Soc Calcutta Chapter, Govt India, CSIR Natl Aerosp Labs Aerosp Elect & Syst Div, Iowa State Univ, Dependable Comp & Networking Lab, Henan Univ Sci & Technol, Multimedia Content Secur Innovat Res Grp, Poznan Univ Technol Vis Lab	Natl Inst Technol Rourkela, Ctr Comp Vis & Pattern Recognit							Guddeti, Ram Mohana Reddy K/W-9494-2018; Guddeti, Ram Mohana Reddy/ABB-5181-2021	Guddeti, Ram Mohana Reddy/0000-0003-1361-3837												2194-5357	2194-5365	978-981-10-3373-5; 978-981-10-3372-8				2018	518						431	439		10.1007/978-981-10-3373-5_43							WOS:000450399000043						
C	Sliva, A; Reilly, SN; Blumstein, D; Hookway, S; Chamberlain, J		Schatz, S; Hoffman, M		Sliva, Amy; Reilly, Scott Neal; Blumstein, David; Hookway, Steve; Chamberlain, John			Modeling Causal Relationships in Sociocultural Systems Using Ensemble Methods	ADVANCES IN CROSS-CULTURAL DECISION MAKING	Advances in Intelligent Systems and Computing				International Conference on Cross-Cultural Decision Making (CCDM)	JUL 27-31, 2016	FL																						2194-5357	2194-5365	978-3-319-41636-6; 978-3-319-41635-9				2017	480						43	56		10.1007/978-3-319-41636-6_4							WOS:000390837000004						
C	Nagavi, TC; Bhajantri, NU		Jain, LC; Patnaik, S; Ichalkaranje, N		Nagavi, Trisiladevi C.; Bhajantri, Nagappa U.			Query by Humming System Through Multiscale Music Entropy	INTELLIGENT COMPUTING, COMMUNICATION AND DEVICES	Advances in Intelligent Systems and Computing				1st International Conference on Intelligent Computing, Communication and Devices (ICCD)	APR 18-19, 2014	SOA Univ, Bhubaneswar, INDIA		SOA Univ							Nagavi, Trisiladevi C./ABD-1241-2020	Nagavi, Dr. Trisiladevi C./0000-0001-8789-3443												2194-5357	2194-5365	978-81-322-2008-4				2015	309						139	150		10.1007/978-81-322-2009-1_17							WOS:000380479900017						
C	Oleskow-Szlapka, J; Pawlowski, G; Fertsch, M		Burduk, A; Mazurkiewicz, D		Oleskow-Szlapka, Joanna; Pawlowski, Grzegorz; Fertsch, Marek			An Optimization Approach for Scheduling and Lot Sizing Problems in Electromechanical Industry Using GA-Based Method	INTELLIGENT SYSTEMS IN PRODUCTION ENGINEERING AND MAINTENANCE (ISPEM 2017)	Advances in Intelligent Systems and Computing				1st International Conference on Intelligent Systems in Production Engineering and Maintenance (ISPEM)	SEP 28-29, 2017	Wroclaw, POLAND	Wroclaw Univ Sci & Technol, Fac Mech Engn, Polish Acad Sci, Comm Prod Engn								Oleskow-Szlapka, Joanna/N-3969-2014; Pawlowski, Grzegorz/B-4880-2019	Pawlowski, Grzegorz/0000-0001-5019-1317												2194-5357	2194-5365	978-3-319-64465-3; 978-3-319-64464-6				2018	637						140	150		10.1007/978-3-319-64465-3_14							WOS:000432927100014						
C	Mukherjee, H; Halder, C; Phadikar, S; Roy, K		Satapathy, SC; Bhateja, V; Udgata, SK; Pattnaik, PK		Mukherjee, Himadri; Halder, Chayan; Phadikar, Santanu; Roy, Kaushik			READ-A Bangla Phoneme Recognition System	PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS, FICTA 2016, VOL 1	Advances in Intelligent Systems and Computing				5th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	SEP 16-17, 2016	KIIT Univ, Sch Comp Engn, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Engn							Roy, Kaushik/O-7021-2019; Halder, Chayan/ABG-5383-2020	Roy, Kaushik/0000-0002-3360-7576; Halder, Chayan/0000-0002-6113-7284; Phadikar, Santanu/0000-0002-7620-5518												2194-5357	2194-5365	978-981-10-3153-3; 978-981-10-3152-6				2017	515						599	607		10.1007/978-981-10-3153-3_59							WOS:000425536200059						
C	Gana, O; Prostean, O; Babescu, M		Balas, VE; Fodor, J; VarkonyiKoczy, AR; Dombi, J; Jain, LC		Gana, Ovidiu; Prostean, Octavian; Babescu, Marius			Maximization of the Energy and Flattening of Fluctuations for the Power Generated into the Network at a Wind Driven Electro Energetic System	SOFT COMPUTING APPLICATIONS	Advances in Intelligent Systems and Computing				5th International Workshop Soft Computing Applications (SOFA)	AUG 22-24, 2012	Szeged, HUNGARY										Prostean, Octavian/0000-0002-0459-5916												2194-5357	2194-5365	978-3-642-33940-0; 978-3-642-33941-7				2013	195						217	236									WOS:000314077300021						
C	Roy, S; Chatterjee, S		Das, S; Pal, T; Kar, S; Satapathy, SC; Mandal, JK		Roy, Sandip; Chatterjee, Santanu			Cryptanalysis of a Chaotic Map-Based Authentication and Key Agreement Scheme for Telecare Medicine Information Systems	PROCEEDINGS OF THE 4TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2015	Advances in Intelligent Systems and Computing				4th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 16-18, 2015	Durgapur, INDIA	Natl Inst Technol, IEEE Computat Intelligence Soc, Kolkata Chapter, Govt India, Dept Sci & Technol								Roy, Sandip/ABI-3535-2020	Roy, Sandip/0000-0003-4743-0342												2194-5357	2194-5365	978-81-322-2695-6; 978-81-322-2693-2				2016	404						527	537		10.1007/978-81-322-2695-6_44							WOS:000371332400044						
C	Nigro, L; Sciammarella, PF		Silhavy, R; Silhavy, P; Prokopova, Z		Nigro, Libero; Sciammarella, Paolo F.			Modelling and Analysis of Distributed Asynchronous Actor Systems Using THEATRE	CYBERNETICS APPROACHES IN INTELLIGENT SYSTEMS: COMPUTATIONAL METHODS IN SYSTEMS AND SOFTWARE 2017, VOL. 1	Advances in Intelligent Systems and Computing				Conference on Computational Methods in Systems and Software (CoMeSySo)	SEP 12-14, 2017	Vsetin, CZECH REPUBLIC	OpenPublish eu s r o																					2194-5357	2194-5365	978-3-319-67618-0				2018	661						150	162		10.1007/978-3-319-67618-0_14							WOS:000430738700014						
S	Caban, D; Walkowiak, T		Zamojski, W; Sugier, J		Caban, Dariusz; Walkowiak, Tomasz			Prediction of the Performance of Web Based Systems	DEPENDABILITY PROBLEMS OF COMPLEX INFORMATION SYSTEMS	Advances in Intelligent Systems and Computing																Walkowiak, Tomasz/0000-0002-7749-4251; Caban, Dariusz/0000-0003-3007-2673												2194-5357		978-3-319-08964-5; 978-3-319-08963-8				2015	307						1	18		10.1007/978-3-319-08964-5_1	10.1007/978-3-319-08964-5						WOS:000360128500002						
C	Zalabarria, U; Irigoyen, E; Martinez, R; Arechalde, J		Garcia, HP; AlfonsoCendon, J; Gonzalez, LS; Quintian, H; Corchado, E		Zalabarria, Unai; Irigoyen, Eloy; Martinez, Raquel; Arechalde, Javier			Acquisition and Fuzzy Processing of Physiological Signals to Obtain Human Stress Level Using Low Cost Portable Hardware	INTERNATIONAL JOINT CONFERENCE SOCO'17- CISIS'17-ICEUTE'17 PROCEEDINGS	Advances in Intelligent Systems and Computing				12th Int Conf Soft Computing Models in Industrial and Environmental Applications (SOCO) / 10th Int Conf on Computational Intelligence in Security for Information Systems (CISIS) / 8th Int Conf on European Transnational Education	SEP 06-08, 2017	Leon, SPAIN	COESI, Startup Ole, Int Federat Computat Log, Res Inst Appl Sci Cybersecur								Martinez, Raquel/ABG-7413-2020; Irigoyen, Eloy/ABH-4814-2020	Martinez, Raquel/0000-0003-4655-0983; Irigoyen, Eloy/0000-0002-9119-1652; Zalabarria, Unai/0000-0002-0377-1762												2194-5357	2194-5365	978-3-319-67180-2; 978-3-319-67179-6				2018	649						68	78		10.1007/978-3-319-67180-2_7							WOS:000432924900007						
C	Dutta, CB; Garai, P; Sinha, A		Meghanathan, N; Nagamalai, D; Chaki, N		Dutta, Chaitali Biswas; Garai, Partha; Sinha, Amitabha			A Scheme for Improving Bit Efficiency for Residue Number System	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 3	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Information Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA																						2194-5357		978-3-642-31599-2				2013	178						649	+									WOS:000312969100063						
C	Margun, A; Furtat, I; Bazylev, D; Kremlev, A		Brezina, T; Jablonski, R		Margun, Alexey; Furtat, Igor; Bazylev, Dmitry; Kremlev, Artem			Disturbance Compensation and Control Algorithm with Application for Non-linear Twin Rotor MIMO System	MECHATRONICS 2017: RECENT TECHNOLOGICAL AND SCIENTIFIC ADVANCES	Advances in Intelligent Systems and Computing				12th International Conference on Mechatronics	SEP 06-08, 2017	Brno, CZECH REPUBLIC	Brno Univ Technol								BAZYLEV, DMITRY/AAH-2180-2021													2194-5357	2194-5365	978-3-319-65960-2; 978-3-319-65959-6				2018	644						428	435		10.1007/978-3-319-65960-2_53							WOS:000554435500053						
C	Ghorawat, P; Lee, KW; Singh, SN; Chmaj, G		Swiatek, J; Tomczak, JM		Ghorawat, Prince; Lee, Keum W.; Singh, Sahjendra N.; Chmaj, Grzegorz			Robust Finite-Time Control of an Uncertain Aeroelastic System Using Leading- and Trailing-Edge Flaps	ADVANCES IN SYSTEMS SCIENCE, ICSS 2016	Advances in Intelligent Systems and Computing				19th International Conference on Systems Science (ICSS)	2016	Wroclaw, POLAND	Wroclaw Univ Sci & Technol, Univ Nevada Las Vegas, Coventry Univ																					2194-5357	2194-5365	978-3-319-48944-5; 978-3-319-48943-8				2017	539						318	328		10.1007/978-3-319-48944-5_29							WOS:000402757600029						
C	Mutti, F; Marques, HG; Gini, G		Chella, A; Pirrone, R; Sorbello, R; Johannsdottir, KR		Mutti, Flavio; Marques, Hugo Gravato; Gini, Giuseppina			A Model of the Visual Dorsal Pathway. for Computing Coordinate Transformations: An Unsupervised Approach	BIOLOGICALLY INSPIRED COGNITIVE ARCHITECTURES 2012	Advances in Intelligent Systems and Computing				Annual International Conference on Biologically Inspired Cognitive Architectures (BICA)	OCT 31-NOV 03, 2012	Palermo, ITALY	Dept Chem, management, Comp, Mech Engn, Univ Palermo, BICA Soc									Marques, Hugo/0000-0002-8709-4841												2194-5357		978-3-642-34273-8				2013	196						239	+									WOS:000313923100042						
C	Ali, M; Bharat, KS; Ranichandra, C		Meghanathan, N; Nagamalai, D; Chaki, N		Ali, Mehreen; Bharat, K. Sriram; Ranichandra, C.			Processing RDF Using Hadoop	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 2	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Information Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA																						2194-5357	2194-5365	978-3-642-31551-0				2013	177						385	394									WOS:000312968800040						
C	Farana, R; Formanek, I; Klimes, C; Walek, B		Silhavy, R; Silhavy, P; Prokopova, Z; Senkerik, R; Oplatkova, ZK		Farana, Radim; Formanek, Ivo; Klimes, Cyril; Walek, Bogdan			Warehouse Stock Prediction Based on Fuzzy-Expert System	SOFTWARE ENGINEERING TRENDS AND TECHNIQUES IN INTELLIGENT SYSTEMS, CSOC2017, VOL 3	Advances in Intelligent Systems and Computing				6th Computer Science On-Line Conference (CSOC)	APR, 2017	Zlin, CZECH REPUBLIC	OpenPublish eu s r o								Klimes, Cyril/X-8308-2019; Farana, Radim/D-6856-2014; Klimes, Cyril/D-9870-2014	Farana, Radim/0000-0002-1930-4560; Klimes, Cyril/0000-0001-9545-5195; Walek, Bogdan/0000-0003-1119-0420												2194-5357	2194-5365	978-3-319-57141-6				2017	575						36	43		10.1007/978-3-319-57141-6_4							WOS:000405338500004						
C	Yusof, MM; Rosli, NF; Othman, M; Mohamed, R; Abdullah, MHA		Ghazali, R; Deris, MM; Nawi, NM; Abawajy, JH		Yusof, Munirah Mohd; Rosli, Nur Fazliyana; Othman, Muhaini; Mohamed, Rozlini; Abdullah, Mohd Hafizul Afifi			M-DCocoa: M-Agriculture Expert System for Diagnosing Cocoa Plant Diseases	RECENT ADVANCES ON SOFT COMPUTING AND DATA MINING (SCDM 2018)	Advances in Intelligent Systems and Computing				3rd International Conference on Soft Computing and Data Mining (SCDM)	FEB 06-07, 2018	Johor, MALAYSIA									Othman, Muhaini/AAQ-8548-2021; Abdullah, Mohd Hafizul Afifi/AAS-9042-2020; Yusof, Munirah Mohd/AAP-7208-2021	Abdullah, Mohd Hafizul Afifi/0000-0002-1427-2571; Mohd Yusof, Munirah/0000-0002-2161-9967												2194-5357	2194-5365	978-3-319-72550-5; 978-3-319-72549-9				2018	700						363	371		10.1007/978-3-319-72550-5_35							WOS:000434083500035						
C	Rychlicki, M; Kasprzyk, Z		Zamojski, W; Mazurkiewicz, J; Sugier, J; Walkowiak, T; Kacprzyk, J		Rychlicki, Mariusz; Kasprzyk, Zbigniew			Increasing Performance of SMS Based Information Systems	PROCEEDINGS OF THE NINTH INTERNATIONAL CONFERENCE ON DEPENDABILITY AND COMPLEX SYSTEMS DEPCOS-RELCOMEX	Advances in Intelligent Systems and Computing				9th International Conference on Dependability and Complex Systems (DepCoS-RELCOMEX)	JUN 30-JUL 04, 2014	Brunow, POLAND	Wroclaw Univ Technol, Inst Comp Engn Control & Robot								Rychlicki, Mariusz/T-2540-2018; Kasprzyk, Zbigniew/I-4098-2018	Rychlicki, Mariusz/0000-0003-4978-3395; Kasprzyk, Zbigniew/0000-0002-1745-1946												2194-5357		978-3-319-07013-1				2014	286						373	382		10.1007/978-3-319-07013-1_36							WOS:000363748100036						
C	Krishna, DP; Rao, KVG		Dash, SS; Naidu, PCB; Bayindir, R; Das, S		Krishna, D. Pramodh; Rao, K. Venu Gopal			Recommendation System Based on Generalized-Weighted Tree Similarity Algorithm	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2017	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	APR 27-29, 2017	Madanapalle Inst Technol & Sci, Madanapalle, INDIA		Madanapalle Inst Technol & Sci																				2194-5357	2194-5365	978-981-10-7868-2; 978-981-10-7867-5				2018	668						157	166		10.1007/978-981-10-7868-2_15							WOS:000550312800015						
C	Riznyk, V		Shakhovska, N		Riznyk, Volodymyr			Multi-modular Optimum Coding Systems Based on Remarkable Geometric Properties of Space	ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING, CSIT 2016	Advances in Intelligent Systems and Computing				13th International Scientific and Technical Conference Computer Sciences and Information Technologies (CSIT)	SEP 06-10, 2016	Lviv, UKRAINE	IEEE Advancing Technol Human, IEEE Ukraine Sect, IEEE, IEEE W Ukraine AP ED MTT CPMT SSC Soc Joint Chapter, LITTERIS & ARTIBVS, Lviv Polytechn Natl Univ, Inst Comp Sci & Informat Technologies, Minist Educ & Sci Ukraine								Riznyk, Volodymyr/T-4592-2017; Riznyk, Volodymyr/ABA-8436-2020	Riznyk, Volodymyr/0000-0002-3880-4595; 												2194-5357		978-3-319-45991-2; 978-3-319-45990-5				2017	512						129	148		10.1007/978-3-319-45991-2_9							WOS:000392266000009						
C	Lamas, L; Otranto, G; Barrera, Jr		Chung, P; Soltoggio, A; Dawson, CW; Meng, Q; Pain, M		Lamas, Leonardo; Otranto, Guilherme; Barrera, Junior			Computational system for strategy design and match simulation in team sports	PROCEEDINGS OF THE 10TH INTERNATIONAL SYMPOSIUM ON COMPUTER SCIENCE IN SPORTS (ISCSS)	Advances in Intelligent Systems and Computing				10th International Symposium on Computer Science in Sports (ISCSS)	SEP 09-11, 2015	Loughborough, ENGLAND	Int Assoc Comp Sci Sport, Int Soc Sport Psychol								Lamas, Leonardo/Q-9767-2018	Lamas, Leonardo/0000-0003-2682-9856												2194-5357		978-3-319-24560-7; 978-3-319-24558-4				2016	392						69	76		10.1007/978-3-319-24560-7_9							WOS:000381878700009						
C	Kapadia, K; Tyagi, A		Abraham, A; Thampi, SM		Kapadia, Kaushik; Tyagi, Anshul			Design of SCFDMA System Using MIMO	INTELLIGENT INFORMATICS	Advances in Intelligent Systems and Computing				1st International Symposium on Intelligent Informatics (ISI 12)	AUG 04-05, 2012	RMK Engn Coll, Chennai, INDIA	Steinbeis Innovat Ctr, Hochschule Offenburg, NASSCOM, INNS, India Reg Chapter, ISCA, CiSi, SPIN, IEEE, Syst Man & Cybernet Soc, MIR Lab	RMK Engn Coll																				2194-5357		978-3-642-32062-0				2013	182						157	164									WOS:000315536100018						
